layer,head,ld_abl,ld_base,d_ld,acc_abl,acc_base,d_acc
8,0,0.02545166015625,0.02581787109375,-0.0003662109375,0.004999999888241291,0.004999999888241291,0.0
8,1,0.0246124267578125,0.02581787109375,-0.0012054443359375,0.004999999888241291,0.004999999888241291,0.0
8,2,0.025970458984375,0.02581787109375,0.000152587890625,0.004999999888241291,0.004999999888241291,0.0
8,3,0.0257415771484375,0.02581787109375,-7.62939453125e-05,0.004999999888241291,0.004999999888241291,0.0
8,4,0.026458740234375,0.02581787109375,0.000640869140625,0.004999999888241291,0.004999999888241291,0.0
8,5,0.025634765625,0.02581787109375,-0.00018310546875,0.004999999888241291,0.004999999888241291,0.0
8,6,0.02508544921875,0.02581787109375,-0.000732421875,0.004999999888241291,0.004999999888241291,0.0
8,7,0.0248565673828125,0.02581787109375,-0.0009613037109375,0.004999999888241291,0.004999999888241291,0.0
8,8,0.0236663818359375,0.02581787109375,-0.0021514892578125,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
8,9,0.0259246826171875,0.02581787109375,0.0001068115234375,0.004999999888241291,0.004999999888241291,0.0
8,10,0.025634765625,0.02581787109375,-0.00018310546875,0.004999999888241291,0.004999999888241291,0.0
8,11,0.0261993408203125,0.02581787109375,0.0003814697265625,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
8,12,0.0252685546875,0.02581787109375,-0.00054931640625,0.004999999888241291,0.004999999888241291,0.0
8,13,0.0258636474609375,0.02581787109375,4.57763671875e-05,0.004999999888241291,0.004999999888241291,0.0
8,14,0.0258636474609375,0.02581787109375,4.57763671875e-05,0.004999999888241291,0.004999999888241291,0.0
8,15,0.0257110595703125,0.02581787109375,-0.0001068115234375,0.004999999888241291,0.004999999888241291,0.0
9,0,0.025909423828125,0.02581787109375,9.1552734375e-05,0.004999999888241291,0.004999999888241291,0.0
9,1,0.02618408203125,0.02581787109375,0.0003662109375,0.004999999888241291,0.004999999888241291,0.0
9,2,0.0255279541015625,0.02581787109375,-0.0002899169921875,0.004999999888241291,0.004999999888241291,0.0
9,3,0.02435302734375,0.02581787109375,-0.00146484375,0.004999999888241291,0.004999999888241291,0.0
9,4,0.02557373046875,0.02581787109375,-0.000244140625,0.004999999888241291,0.004999999888241291,0.0
9,5,0.0260009765625,0.02581787109375,0.00018310546875,0.004999999888241291,0.004999999888241291,0.0
9,6,0.026214599609375,0.02581787109375,0.000396728515625,0.004999999888241291,0.004999999888241291,0.0
9,7,0.0259857177734375,0.02581787109375,0.0001678466796875,0.004999999888241291,0.004999999888241291,0.0
9,8,0.0260772705078125,0.02581787109375,0.0002593994140625,0.004999999888241291,0.004999999888241291,0.0
9,9,0.0247955322265625,0.02581787109375,-0.0010223388671875,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
9,10,0.0255279541015625,0.02581787109375,-0.0002899169921875,0.004999999888241291,0.004999999888241291,0.0
9,11,0.025299072265625,0.02581787109375,-0.000518798828125,0.004999999888241291,0.004999999888241291,0.0
9,12,0.0268707275390625,0.02581787109375,0.0010528564453125,0.004999999888241291,0.004999999888241291,0.0
9,13,0.0253753662109375,0.02581787109375,-0.0004425048828125,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
9,14,0.025848388671875,0.02581787109375,3.0517578125e-05,0.004999999888241291,0.004999999888241291,0.0
9,15,0.02557373046875,0.02581787109375,-0.000244140625,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
10,0,0.02447509765625,0.02581787109375,-0.0013427734375,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
10,1,0.0252532958984375,0.02581787109375,-0.0005645751953125,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
10,2,0.02569580078125,0.02581787109375,-0.0001220703125,0.004999999888241291,0.004999999888241291,0.0
10,3,0.0258026123046875,0.02581787109375,-1.52587890625e-05,0.004999999888241291,0.004999999888241291,0.0
10,4,0.0263671875,0.02581787109375,0.00054931640625,0.004999999888241291,0.004999999888241291,0.0
10,5,0.025726318359375,0.02581787109375,-9.1552734375e-05,0.004999999888241291,0.004999999888241291,0.0
10,6,0.0253448486328125,0.02581787109375,-0.0004730224609375,0.004999999888241291,0.004999999888241291,0.0
10,7,0.0242919921875,0.02581787109375,-0.00152587890625,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
10,8,0.025634765625,0.02581787109375,-0.00018310546875,0.004999999888241291,0.004999999888241291,0.0
10,9,0.0260772705078125,0.02581787109375,0.0002593994140625,0.004999999888241291,0.004999999888241291,0.0
10,10,0.026123046875,0.02581787109375,0.00030517578125,0.004999999888241291,0.004999999888241291,0.0
10,11,0.026123046875,0.02581787109375,0.00030517578125,0.004999999888241291,0.004999999888241291,0.0
10,12,0.0264739990234375,0.02581787109375,0.0006561279296875,0.004999999888241291,0.004999999888241291,0.0
10,13,0.02618408203125,0.02581787109375,0.0003662109375,0.004999999888241291,0.004999999888241291,0.0
10,14,0.02252197265625,0.02581787109375,-0.0032958984375,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
10,15,0.02545166015625,0.02581787109375,-0.0003662109375,0.004999999888241291,0.004999999888241291,0.0
11,0,0.02606201171875,0.02581787109375,0.000244140625,0.004999999888241291,0.004999999888241291,0.0
11,1,0.026123046875,0.02581787109375,0.00030517578125,0.004999999888241291,0.004999999888241291,0.0
11,2,0.0258636474609375,0.02581787109375,4.57763671875e-05,0.004999999888241291,0.004999999888241291,0.0
11,3,0.0261077880859375,0.02581787109375,0.0002899169921875,0.004999999888241291,0.004999999888241291,0.0
11,4,0.0254974365234375,0.02581787109375,-0.0003204345703125,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
11,5,0.0261383056640625,0.02581787109375,0.0003204345703125,0.004999999888241291,0.004999999888241291,0.0
11,6,0.02471923828125,0.02581787109375,-0.0010986328125,0.004999999888241291,0.004999999888241291,0.0
11,7,0.02532958984375,0.02581787109375,-0.00048828125,0.004999999888241291,0.004999999888241291,0.0
11,8,0.02532958984375,0.02581787109375,-0.00048828125,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
11,9,0.0260772705078125,0.02581787109375,0.0002593994140625,0.004999999888241291,0.004999999888241291,0.0
11,10,0.0257110595703125,0.02581787109375,-0.0001068115234375,0.004999999888241291,0.004999999888241291,0.0
11,11,0.025726318359375,0.02581787109375,-9.1552734375e-05,0.004999999888241291,0.004999999888241291,0.0
11,12,0.026123046875,0.02581787109375,0.00030517578125,0.004999999888241291,0.004999999888241291,0.0
11,13,0.02557373046875,0.02581787109375,-0.000244140625,0.004999999888241291,0.004999999888241291,0.0
11,14,0.024932861328125,0.02581787109375,-0.000885009765625,0.0044999998062849045,0.004999999888241291,-0.0005000000819563866
11,15,0.025054931640625,0.02581787109375,-0.000762939453125,0.004999999888241291,0.004999999888241291,0.0
